ts,bot_variant,exchange,trading_pair,state,regime,mid,equity_quote,base_pct,target_base_pct,spread_pct,spread_floor_pct,net_edge_pct,skew,adverse_drift_30s,soft_pause_edge,base_balance,quote_balance,market_spread_pct,market_spread_bps,best_bid_size,best_ask_size,turnover_today_x,cancel_per_min,orders_active,fills_count_today,fees_paid_today_quote,daily_loss_pct,drawdown_pct,risk_reasons,fee_source,maker_fee_pct,taker_fee_pct,realized_pnl_today_quote,position_base,avg_entry_price,funding_rate,funding_cost_today_quote,margin_ratio,position_drift_pct,ws_reconnect_count,order_book_stale,_tick_duration_ms,_indicator_duration_ms,_connector_io_duration_ms
2026-02-24T12:29:42.286938+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,63347.1350000000,7866.942700000000026373542933,0.1610463871816430062629258920,0.50,0.00425,0.00425,0.000200,0.0030,0,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.578603357515695066556680109E-7,0.001578603357515695066556680109,0.470518,0.748804,1.534454537415405346670568400,0,0,1651,12.071465921602000000000,0.002707098849002530644025638908,0.002941767788376543337067029296,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.0200000000000000004163336342344337026588618755340576171875,63411.48678429750816658253601,0,0,1,0E-29,0,False,9.21513099456206,0.04990200977772474,0.26700698072090745
2026-02-24T12:30:00.361967+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,63326.0050000000,7866.520100000000026364745803,0.1610013174694614995161567049,0.50,0.00425,0.00425,0.000200,0.0030,0,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.579130090394933329522366049E-7,0.001579130090394933329522366049,0.000034,0.1091,1.534536970369147084432203110,0,4,1651,12.071465921602000000000,0.002760671881894509320559057587,0.002995328215215883615997042113,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.0200000000000000004163336342344337026588618755340576171875,63411.48678429750816658253601,0,0,1,0E-29,0,False,2.527576987631619,0.03300499520264566,0.20673099788837135
2026-02-24T12:31:00.583881+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,63323.2550000000,7866.465100000000026363600886,0.1609954514385374978806148978,0.50,0.00425,0.00425,0.0000618392075223261919467100402,0.0030,0.0001381607924776738080532899598,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.579198668798690149456151614E-7,0.001579198668798690149456151614,0.919197,0.461413,1.536547816925037900376760918,0,12,1653,12.087199776322000000000,0.002767644235914998736577368043,0.003002298928600085498015855829,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.02024840000000000041633363423,63410.61962456046716441850951,0,0,1,0E-29,0,False,3.4180509974248707,0.043306004954501987,0.2436390204820782
2026-02-24T12:32:00.805533+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63341.6050000000,7866.832100000000026371240608,0.1610345923106710288280537509,0.50,0.004343952276191269464997053135,0.004343952276191269464997053135,0.0000263007111656949533321864320,0.0030,0.0002112801993108128326666348220,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.578741176514235785468334754E-7,0.001578741176514235785468334754,0.136349,1.683744,1.538475681049554872211965430,0,16,1655,12.102929872750000000000,0.002721119619087369360600641515,0.002955785259290956576181225730,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.02049680000000000041633363423,63409.59012304116561280006460,0,0,1,0E-29,0,True,2.3422730155289173,0.03749600728042424,0.2136790135409683
2026-02-24T12:33:00.003321+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63327.9950000000,7866.559900000000026365574307,0.1610055622915933077838217682,0.50,0.004343952276191269464997053135,0.004343952276191269464997053135,0.0001322451487880086903150212072,0.0030,0.0001053357616884990956838000468,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.579080468282629191086817134E-7,0.001579080468282629191086817134,1.003578,0.413239,1.538528915638206728640787640,0,16,1655,12.102929872750000000000,0.002755626432985136979513080149,0.002990283953530588435917973224,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.02049680000000000041633363423,63409.59012304116561280006460,0,0,1,0E-29,0,True,2.0663610193878412,0.034109019907191396,0.18304900731891394
2026-02-24T12:34:00.197078+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63292.2450000000,7865.844900000000026350690380,0.1609292982626697892441398467,0.50,0.004353485951940017962317368032,0.004353485951940017962317368032,-0.0002015099620812711584021617740,0.0030,0.0004429043428572783433291089870,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.579972396302264203142106904E-7,0.001579972396302264203142106904,0.870363,0.263666,1.538668766879702898725477758,0,16,1655,12.102929872750000000000,0.002846267035251499387751116838,0.003080903227525212902162552291,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.02049680000000000041633363423,63409.59012304116561280006460,0,0,1,0E-29,0,True,2.461886004311964,0.038098980439826846,0.24218799080699682
2026-02-24T12:35:00.400176+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63271.0050000000,7865.420100000000026341847453,0.1608839812637598368209049839,0.50,0.004353485951940017962317368032,0.004353485951940017962317368032,-0.0000785550340365131229734096372,0.0030,0.0003199494148125203079003568502,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.580502791128416563005439854E-7,0.001580502791128416563005439854,0.135302,1.208104,1.538751868161498450599788436,0,16,1655,12.102929872750000000000,0.002900118962304297640925267975,0.003134742482899921256373317698,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.02049680000000000041633363423,63409.59012304116561280006460,0,0,1,0.02423792982319191239163843069,0,True,2.1927189955022186,0.03750799805857241,0.19683700520545244
2026-02-24T12:36:00.590407+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63261.0050000000,7865.220100000000026337684117,0.1608626438820192739553384674,0.50,0.00445901349974337567470071361,0.00445901349974337567470071361,0.0001709104389979970646688468581,0.0030,0.0001126949608993532052114385859,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.580752629522720987439260568E-7,0.001580752629522720987439260568,0.587349,0.819213,1.538790996166782409493131517,0,16,1655,12.102929872750000000000,0.002925472976924259153719124363,0.003160090531569746281896276849,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.02049680000000000041633363423,63409.59012304116561280006460,0,0,1,0.02423792982319191239163843069,0,False,2.7588790107984096,0.04040100611746311,0.2196070272475481
2026-02-24T12:37:00.786570+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63234.5750000000,7864.691500000000026326680419,0.1608062439575665519865827954,0.50,0.00445901349974337567470071361,0.00445901349974337567470071361,-0.0002169774938716730062759017930,0.0030,0.0005005828937690232761561872370,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.581413332816738311279865485E-7,0.001581413332816738311279865485,0.722308,0.720946,1.538894421065339938570510792,0,16,1655,12.102929872750000000000,0.002992483637564817432033286918,0.003227085424204093824353458006,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.02049680000000000041633363423,63409.59012304116561280006460,0,0,1,0.02423792982319191239163843069,0,True,1.9734720117412508,0.05620700540021062,0.207528006285429
2026-02-24T12:38:00.964051+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63228.6950000000,7864.573900000000026324232377,0.1607936953838020419760391310,0.50,0.004593113246740720624782342475,0.004593113246740720624782342475,0.0002837914147299626153358651479,0.0030,0.00005345388396632563457707184210,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.581560397537858404321012793E-7,0.001581560397537858404321012793,0.500366,1.448711,1.538917432354472498438749479,0,16,1655,12.102929872750000000000,0.003007391798161354801556074529,0.003241990076821950939360958041,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.02049680000000000041633363423,63409.59012304116561280006460,0,0,1,0.02423792982319191239163843069,0,True,2.7142379840370268,0.03969899262301624,0.21729498985223472
2026-02-24T12:39:00.150676+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63211.2850000000,7864.225700000000026316984009,0.1607565383073886119629497359,0.50,0.004593113246740720624782342475,0.004593113246740720624782342475,0.0002380639874291884704292160520,0.0030,0.00009918131126709977948372093796,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.581995999606715794497770453E-7,0.001581995999606715794497770453,0.463945,0.826631,1.538985570156004037307645095,0,16,1655,12.102929872750000000000,0.003051533137614707795330178503,0.003286121029556116308796429927,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.02049680000000000041633363423,63409.59012304116561280006460,0,0,1,0.02423792982319191239163843069,0,True,2.0767519890796393,0.05172399687580764,0.209696008823812
2026-02-24T12:40:00.331769+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,63105.0850000000,7862.101700000000026272769377,0.1605298110046070787986889911,0.50,0.005892503154231244026586788228,0.005892503154231244026586788228,0.0004929793326186379889276346130,0.0030,0.0003640219290738596217070806780,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.584658352017115577928466462E-7,0.001584658352017115577928466462,0.381535,0.962921,1.543401990836368850259283143,0,20,1659,12.134383415938000000000,0.003320792772878699061200933811,0.003555317306429658079850256578,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.02099360000000000041633363423,63407.28746008069903844024084,0,0,1,0.02423792982319191239163843069,0,False,2.117169991834089,0.03959698369726539,0.20658699213527143
2026-02-24T12:41:00.517396+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,63111.9850000000,7862.239700000000026275642079,0.1605445455955762862403229783,0.50,0.005892503154231244026586788228,0.005892503154231244026586788228,0.0005848608017323508226960501748,0.0030,0.0002721404599601467879386651162,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.584485102156111870035461569E-7,0.001584485102156111870035461569,0.012276,0.710798,1.544374304785314540768907558,0,28,1660,12.142240970743000000000,0.003303298502790925617373172883,0.003537827152847478812239414744,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.02111810000000000041633363423,63405.55186436990843561312935,0,0,1,0.02423792982319191239163843069,0,True,2.187581005273387,0.03741000546142459,0.24206400848925114
2026-02-24T12:42:00.703619+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63113.4050000000,7862.268100000000026276233273,0.1605475778675112874944632918,0.50,0.004444918413570124870599132455,0.004444918413570124870599132455,0.0001439049714270726872658893570,0.0030,0.0001340623940009772609737636250,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.584449452537064035762291703E-7,0.001584449452537064035762291703,0.586845,1.170778,1.544368726213113994347230043,0,32,1660,12.142240970743000000000,0.003299698232714891082556445240,0.003534227729936363658615154508,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-6.965827959035606850378367172,0.02111810000000000041633363423,63405.55186436990843561312935,0,0,1,0.02423792982319191239163843069,0,True,2.1034149976912886,0.03720601671375334,0.23173500085249543
